Leading Cancer Sites,Leading Cancer Sites Code,Year,Year Code,Sex,Sex Code,Ethnicity,Ethnicity Code,Mortality-Incidence Age-Adjusted Rate Ratio,Death Counts,Mortality Population,Mortality Age-Adjusted Rate,Incidence Counts,Incidence Population,Incidence Age-Adjusted Rate
Cervix Uteri,27010,2010,2010,Female,F,Non-Hispanic,2186-5,0.296,3456,132256712,2.224,10585,132256712,7.522
Cervix Uteri,27010,2011,2011,Female,F,Hispanic,2135-2,0.257,471,25565638,2.554,2042,25565638,9.958
Cervix Uteri,27010,2011,2011,Female,F,Non-Hispanic,2186-5,0.314,3613,132804863,2.314,10419,132804863,7.361
Cervix Uteri,27010,2012,2012,Female,F,Hispanic,2135-2,0.279,520,26106559,2.665,2041,26106559,9.561
Cervix Uteri,27010,2012,2012,Female,F,Non-Hispanic,2186-5,0.307,3536,133374076,2.241,10385,133374076,7.302
Cervix Uteri,27010,2012,2012,Female,F,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,23,Not Applicable,Not Applicable
Cervix Uteri,27010,2013,2013,Female,F,Hispanic,2135-2,0.269,521,26641948,2.535,2073,26641948,9.429
Cervix Uteri,27010,2013,2013,Female,F,Non-Hispanic,2186-5,0.323,3682,133903945,2.31,10237,133903945,7.158
Cervix Uteri,27010,2014,2014,Female,F,Hispanic,2135-2,0.274,548,27186616,2.634,2173,27186616,9.599
Cervix Uteri,27010,2014,2014,Female,F,Non-Hispanic,2186-5,0.298,3553,134503903,2.22,10672,134503903,7.453
Cervix Uteri,27010,2015,2015,Female,F,Hispanic,2135-2,0.272,563,27757109,2.569,2207,27757109,9.45
Cervix Uteri,27010,2015,2015,Female,F,Non-Hispanic,2186-5,0.292,3600,135075042,2.223,10944,135075042,7.608
Cervix Uteri,27010,2016,2016,Female,F,Hispanic,2135-2,0.277,619,28342097,2.742,2401,28342097,9.885
Cervix Uteri,27010,2016,2016,Female,F,Non-Hispanic,2186-5,0.287,3554,135643965,2.174,10918,135643965,7.581
Cervix Uteri,27010,2017,2017,Female,F,Hispanic,2135-2,0.282,606,28906337,2.568,2276,28906337,9.115
Cervix Uteri,27010,2017,2017,Female,F,Non-Hispanic,2186-5,0.292,3586,136102346,2.179,10872,136102346,7.475
Cervix Uteri,27010,2018,2018,Female,F,Hispanic,2135-2,0.256,586,29449021,2.411,2424,29449021,9.425
Cervix Uteri,27010,2018,2018,Female,F,Non-Hispanic,2186-5,0.289,3543,136428665,2.127,10711,136428665,7.359
Cervix Uteri,27010,2019,2019,Female,F,Hispanic,2135-2,0.243,588,29926362,2.359,2539,29926362,9.723
Cervix Uteri,27010,2019,2019,Female,F,Non-Hispanic,2186-5,0.292,3559,136711255,2.136,10670,136711255,7.326
Cervix Uteri,27010,2020,2020,Female,F,Hispanic,2135-2,0.292,615,29686986,2.462,2207,29686986,8.422
Cervix Uteri,27010,2020,2020,Female,F,Non-Hispanic,2186-5,0.329,3511,132552322,2.16,9319,132552322,6.568
Colon and Rectum,21041-21052,1999,1999,Female,F,Hispanic,2135-2,0.306,964,16482539,11.918,3283,16482539,38.926
Colon and Rectum,21041-21052,1999,1999,Female,F,Non-Hispanic,2186-5,0.372,27465,123911675,17.993,71527,123911675,48.409
Colon and Rectum,21041-21052,1999,1999,Female,F,Unknown or Missing,UNK,Not Applicable,75,Not Applicable,Not Applicable,174,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,1999,1999,Male,M,Hispanic,2135-2,0.339,1067,17412426,18.192,3528,17412426,53.626
Colon and Rectum,21041-21052,1999,1999,Male,M,Non-Hispanic,2186-5,0.383,26803,117654708,25.81,72729,117654708,67.465
Colon and Rectum,21041-21052,1999,1999,Male,M,Unknown or Missing,UNK,Not Applicable,75,Not Applicable,Not Applicable,220,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2000,2000,Female,F,Hispanic,2135-2,0.3,994,17296134,11.458,3426,17296134,38.141
Colon and Rectum,21041-21052,2000,2000,Female,F,Non-Hispanic,2186-5,0.368,27447,124569636,17.719,71854,124569636,48.108
Colon and Rectum,21041-21052,2000,2000,Female,F,Unknown or Missing,UNK,Not Applicable,63,Not Applicable,Not Applicable,208,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2000,2000,Male,M,Hispanic,2135-2,0.33,1122,18311173,17.919,3777,18311173,54.324
Colon and Rectum,21041-21052,2000,2000,Male,M,Non-Hispanic,2186-5,0.379,26889,118381271,25.406,73691,118381271,67.088
Colon and Rectum,21041-21052,2000,2000,Male,M,Unknown or Missing,UNK,Not Applicable,51,Not Applicable,Not Applicable,188,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2001,2001,Female,F,Hispanic,2135-2,0.315,1053,18038562,11.847,3570,18038562,37.636
Colon and Rectum,21041-21052,2001,2001,Female,F,Non-Hispanic,2186-5,0.364,27171,125565415,17.385,72076,125565415,47.705
Colon and Rectum,21041-21052,2001,2001,Female,F,Unknown or Missing,UNK,Not Applicable,62,Not Applicable,Not Applicable,203,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2001,2001,Male,M,Hispanic,2135-2,0.331,1187,19057491,17.986,4020,19057491,54.411
Colon and Rectum,21041-21052,2001,2001,Male,M,Non-Hispanic,2186-5,0.376,26671,119454493,24.684,73496,119454493,65.639
Colon and Rectum,21041-21052,2001,2001,Male,M,Unknown or Missing,UNK,Not Applicable,62,Not Applicable,Not Applicable,221,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2002,2002,Female,F,Hispanic,2135-2,0.315,1067,18777495,11.5,3635,18777495,36.52
Colon and Rectum,21041-21052,2002,2002,Female,F,Non-Hispanic,2186-5,0.362,26696,126141727,16.891,71118,126141727,46.64
Colon and Rectum,21041-21052,2002,2002,Female,F,Unknown or Missing,UNK,Not Applicable,59,Not Applicable,Not Applicable,182,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2002,2002,Male,M,Hispanic,2135-2,0.332,1279,19788056,17.655,4240,19788056,53.147
Colon and Rectum,21041-21052,2002,2002,Male,M,Non-Hispanic,2186-5,0.38,26810,120059234,24.305,73010,120059234,63.954
Colon and Rectum,21041-21052,2002,2002,Male,M,Unknown or Missing,UNK,Not Applicable,74,Not Applicable,Not Applicable,214,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2003,2003,Female,F,Hispanic,2135-2,0.306,1102,19529116,11.105,3862,19529116,36.28
Colon and Rectum,21041-21052,2003,2003,Female,F,Non-Hispanic,2186-5,0.36,26640,128149920,16.474,71361,128149920,45.804
Colon and Rectum,21041-21052,2003,2003,Female,F,Unknown or Missing,UNK,Not Applicable,51,Not Applicable,Not Applicable,180,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2003,2003,Male,M,Hispanic,2135-2,0.338,1359,20516198,17.637,4411,20516198,52.2
Colon and Rectum,21041-21052,2003,2003,Male,M,Non-Hispanic,2186-5,0.374,26566,121912699,23.461,73855,121912699,62.735
Colon and Rectum,21041-21052,2003,2003,Male,M,Unknown or Missing,UNK,Not Applicable,65,Not Applicable,Not Applicable,251,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2004,2004,Female,F,Hispanic,2135-2,0.295,1108,20263650,10.687,4067,20263650,36.279
Colon and Rectum,21041-21052,2004,2004,Female,F,Non-Hispanic,2186-5,0.351,25552,128713636,15.618,70011,128713636,44.522
Colon and Rectum,21041-21052,2004,2004,Female,F,Unknown or Missing,UNK,Not Applicable,39,Not Applicable,Not Applicable,186,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2004,2004,Male,M,Hispanic,2135-2,0.312,1333,21233735,16.776,4799,21233735,53.852
Colon and Rectum,21041-21052,2004,2004,Male,M,Non-Hispanic,2186-5,0.365,25505,122594277,22.109,72743,122594277,60.533
Colon and Rectum,21041-21052,2004,2004,Male,M,Unknown or Missing,UNK,Not Applicable,43,Not Applicable,Not Applicable,227,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2005,2005,Female,F,Hispanic,2135-2,0.306,1189,21030934,10.899,4209,21030934,35.658
Colon and Rectum,21041-21052,2005,2005,Female,F,Non-Hispanic,2186-5,0.346,25002,129182533,15.084,69361,129182533,43.571
Colon and Rectum,21041-21052,2005,2005,Female,F,Unknown or Missing,UNK,Not Applicable,33,Not Applicable,Not Applicable,198,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2005,2005,Male,M,Hispanic,2135-2,0.325,1349,21983069,16.443,4835,21983069,50.663
Colon and Rectum,21041-21052,2005,2005,Male,M,Non-Hispanic,2186-5,0.367,25385,123116126,21.549,72068,123116126,58.738
Colon and Rectum,21041-21052,2005,2005,Male,M,Unknown or Missing,UNK,Not Applicable,47,Not Applicable,Not Applicable,206,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2006,2006,Female,F,Hispanic,2135-2,0.323,1311,21837469,11.339,4364,21837469,35.108
Colon and Rectum,21041-21052,2006,2006,Female,F,Non-Hispanic,2186-5,0.35,25059,129895178,14.959,68709,129895178,42.697
Colon and Rectum,21041-21052,2006,2006,Female,F,Unknown or Missing,UNK,Not Applicable,25,Not Applicable,Not Applicable,180,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2006,2006,Male,M,Hispanic,2135-2,0.319,1438,22764677,16.392,5107,22764677,51.386
Colon and Rectum,21041-21052,2006,2006,Male,M,Non-Hispanic,2186-5,0.373,25306,123882588,20.982,70494,123882588,56.244
Colon and Rectum,21041-21052,2006,2006,Male,M,Unknown or Missing,UNK,Not Applicable,57,Not Applicable,Not Applicable,205,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2007,2007,Female,F,Hispanic,2135-2,0.31,1287,22650892,10.61,4507,22650892,34.229
Colon and Rectum,21041-21052,2007,2007,Female,F,Non-Hispanic,2186-5,0.353,24900,130515461,14.633,67593,130515461,41.432
Colon and Rectum,21041-21052,2007,2007,Female,F,Unknown or Missing,UNK,Not Applicable,28,Not Applicable,Not Applicable,185,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2007,2007,Male,M,Hispanic,2135-2,0.321,1505,23542063,15.724,5191,23542063,48.958
Colon and Rectum,21041-21052,2007,2007,Male,M,Non-Hispanic,2186-5,0.372,25464,124522791,20.546,70826,124522791,55.168
Colon and Rectum,21041-21052,2007,2007,Male,M,Unknown or Missing,UNK,Not Applicable,35,Not Applicable,Not Applicable,258,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2008,2008,Female,F,Hispanic,2135-2,0.307,1280,23468891,9.906,4457,23468891,32.24
Colon and Rectum,21041-21052,2008,2008,Female,F,Non-Hispanic,2186-5,0.353,24597,131135124,14.269,66989,131135124,40.451
Colon and Rectum,21041-21052,2008,2008,Female,F,Unknown or Missing,UNK,Not Applicable,47,Not Applicable,Not Applicable,201,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2008,2008,Male,M,Hispanic,2135-2,0.329,1655,24320894,16.399,5518,24320894,49.908
Colon and Rectum,21041-21052,2008,2008,Male,M,Non-Hispanic,2186-5,0.371,25232,125169057,19.878,70326,125169057,53.605
Colon and Rectum,21041-21052,2008,2008,Male,M,Unknown or Missing,UNK,Not Applicable,46,Not Applicable,Not Applicable,218,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2009,2009,Female,F,Hispanic,2135-2,0.312,1362,24261364,10.075,4706,24261364,32.255
Colon and Rectum,21041-21052,2009,2009,Female,F,Non-Hispanic,2186-5,0.35,23646,131702711,13.54,64781,131702711,38.705
Colon and Rectum,21041-21052,2009,2009,Female,F,Unknown or Missing,UNK,Not Applicable,34,Not Applicable,Not Applicable,173,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2009,2009,Male,M,Hispanic,2135-2,0.348,1707,25062023,16.121,5490,25062023,46.371
Colon and Rectum,21041-21052,2009,2009,Male,M,Non-Hispanic,2186-5,0.378,25060,125745431,19.29,68512,125745431,51.035
Colon and Rectum,21041-21052,2009,2009,Male,M,Unknown or Missing,UNK,Not Applicable,39,Not Applicable,Not Applicable,188,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2010,2010,Female,F,Hispanic,2135-2,0.307,1370,24992953,9.434,4753,24992953,30.743
Colon and Rectum,21041-21052,2010,2010,Female,F,Non-Hispanic,2186-5,0.357,23564,132256712,13.261,62971,132256712,37.138
Colon and Rectum,21041-21052,2010,2010,Female,F,Unknown or Missing,UNK,Not Applicable,38,Not Applicable,Not Applicable,171,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2010,2010,Male,M,Hispanic,2135-2,0.363,1765,25738929,15.733,5464,25738929,43.32
Colon and Rectum,21041-21052,2010,2010,Male,M,Non-Hispanic,2186-5,0.391,25261,126338549,19.007,66676,126338549,48.659
Colon and Rectum,21041-21052,2010,2010,Male,M,Unknown or Missing,UNK,Not Applicable,47,Not Applicable,Not Applicable,195,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2011,2011,Female,F,Hispanic,2135-2,0.319,1440,25565638,9.574,4837,25565638,30.032
Colon and Rectum,21041-21052,2011,2011,Female,F,Non-Hispanic,2186-5,0.36,23505,132804863,13.058,62215,132804863,36.222
Colon and Rectum,21041-21052,2011,2011,Female,F,Unknown or Missing,UNK,Not Applicable,34,Not Applicable,Not Applicable,176,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2011,2011,Male,M,Hispanic,2135-2,0.342,1795,26254388,15.172,5860,26254388,44.367
Colon and Rectum,21041-21052,2011,2011,Male,M,Non-Hispanic,2186-5,0.383,24959,126958592,18.342,66856,126958592,47.845
Colon and Rectum,21041-21052,2011,2011,Male,M,Unknown or Missing,UNK,Not Applicable,50,Not Applicable,Not Applicable,193,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2012,2012,Female,F,Hispanic,2135-2,0.323,1467,26106559,9.296,4925,26106559,28.774
Colon and Rectum,21041-21052,2012,2012,Female,F,Non-Hispanic,2186-5,0.358,23115,133374076,12.655,61396,133374076,35.348
Colon and Rectum,21041-21052,2012,2012,Female,F,Unknown or Missing,UNK,Not Applicable,68,Not Applicable,Not Applicable,178,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2012,2012,Male,M,Hispanic,2135-2,0.359,1882,26757437,15.031,5936,26757437,41.848
Colon and Rectum,21041-21052,2012,2012,Male,M,Non-Hispanic,2186-5,0.385,24919,127639590,17.838,66482,127639590,46.34
Colon and Rectum,21041-21052,2012,2012,Male,M,Unknown or Missing,UNK,Not Applicable,65,Not Applicable,Not Applicable,230,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2013,2013,Female,F,Hispanic,2135-2,0.317,1534,26641948,9.128,5160,26641948,28.818
Colon and Rectum,21041-21052,2013,2013,Female,F,Non-Hispanic,2186-5,0.356,23001,133903945,12.416,61486,133903945,34.86
Colon and Rectum,21041-21052,2013,2013,Female,F,Unknown or Missing,UNK,Not Applicable,48,Not Applicable,Not Applicable,194,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2013,2013,Male,M,Hispanic,2135-2,0.363,2034,27259191,15.327,6246,27259191,42.256
Colon and Rectum,21041-21052,2013,2013,Male,M,Non-Hispanic,2186-5,0.384,25132,128254863,17.58,67090,128254863,45.773
Colon and Rectum,21041-21052,2013,2013,Male,M,Unknown or Missing,UNK,Not Applicable,64,Not Applicable,Not Applicable,198,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2014,2014,Female,F,Hispanic,2135-2,0.3,1551,27186616,8.821,5546,27186616,29.384
Colon and Rectum,21041-21052,2014,2014,Female,F,Non-Hispanic,2186-5,0.349,22914,134503903,12.198,62211,134503903,34.938
Colon and Rectum,21041-21052,2014,2014,Female,F,Unknown or Missing,UNK,Not Applicable,52,Not Applicable,Not Applicable,170,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2014,2014,Male,M,Hispanic,2135-2,0.352,2020,27786043,14.486,6546,27786043,41.176
Colon and Rectum,21041-21052,2014,2014,Male,M,Non-Hispanic,2186-5,0.374,25021,128909767,17.11,68517,128909767,45.711
Colon and Rectum,21041-21052,2014,2014,Male,M,Unknown or Missing,UNK,Not Applicable,93,Not Applicable,Not Applicable,194,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2015,2015,Female,F,Hispanic,2135-2,0.303,1624,27757109,8.666,5749,27757109,28.628
Colon and Rectum,21041-21052,2015,2015,Female,F,Non-Hispanic,2186-5,0.351,23190,135075042,12.146,62299,135075042,34.64
Colon and Rectum,21041-21052,2015,2015,Female,F,Unknown or Missing,UNK,Not Applicable,74,Not Applicable,Not Applicable,154,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2015,2015,Male,M,Hispanic,2135-2,0.343,2125,28354824,14.246,6933,28354824,41.567
Colon and Rectum,21041-21052,2015,2015,Male,M,Non-Hispanic,2186-5,0.373,25285,129552019,16.895,68898,129552019,45.251
Colon and Rectum,21041-21052,2015,2015,Male,M,Unknown or Missing,UNK,Not Applicable,98,Not Applicable,Not Applicable,214,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2016,2016,Female,F,Hispanic,2135-2,0.293,1684,28342097,8.572,6138,28342097,29.24
Colon and Rectum,21041-21052,2016,2016,Female,F,Non-Hispanic,2186-5,0.342,22909,135643965,11.842,62911,135643965,34.624
Colon and Rectum,21041-21052,2016,2016,Female,F,Unknown or Missing,UNK,Not Applicable,51,Not Applicable,Not Applicable,148,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2016,2016,Male,M,Hispanic,2135-2,0.348,2172,28936905,13.765,7027,28936905,39.598
Colon and Rectum,21041-21052,2016,2016,Male,M,Non-Hispanic,2186-5,0.374,25381,130148788,16.583,68698,130148788,44.304
Colon and Rectum,21041-21052,2016,2016,Male,M,Unknown or Missing,UNK,Not Applicable,89,Not Applicable,Not Applicable,192,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2017,2017,Female,F,Hispanic,2135-2,0.308,1807,28906337,8.798,6236,28906337,28.584
Colon and Rectum,21041-21052,2017,2017,Female,F,Non-Hispanic,2186-5,0.348,22890,136102346,11.656,61800,136102346,33.5
Colon and Rectum,21041-21052,2017,2017,Female,F,Unknown or Missing,UNK,Not Applicable,53,Not Applicable,Not Applicable,188,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2017,2017,Male,M,Hispanic,2135-2,0.356,2301,29490085,13.952,7334,29490085,39.229
Colon and Rectum,21041-21052,2017,2017,Male,M,Non-Hispanic,2186-5,0.372,25415,130623360,16.26,68802,130623360,43.683
Colon and Rectum,21041-21052,2017,2017,Male,M,Unknown or Missing,UNK,Not Applicable,81,Not Applicable,Not Applicable,176,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2018,2018,Female,F,Hispanic,2135-2,0.298,1807,29449021,8.42,6443,29449021,28.211
Colon and Rectum,21041-21052,2018,2018,Female,F,Non-Hispanic,2186-5,0.338,22344,136428665,11.212,61953,136428665,33.162
Colon and Rectum,21041-21052,2018,2018,Female,F,Unknown or Missing,UNK,Not Applicable,48,Not Applicable,Not Applicable,137,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2018,2018,Male,M,Hispanic,2135-2,0.362,2457,30013471,14.106,7656,30013471,38.922
Colon and Rectum,21041-21052,2018,2018,Male,M,Non-Hispanic,2186-5,0.369,25428,130947042,16.005,69221,130947042,43.317
Colon and Rectum,21041-21052,2018,2018,Male,M,Unknown or Missing,UNK,Not Applicable,79,Not Applicable,Not Applicable,190,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2019,2019,Female,F,Hispanic,2135-2,0.308,1867,29926362,8.336,6405,29926362,27.052
Colon and Rectum,21041-21052,2019,2019,Female,F,Non-Hispanic,2186-5,0.335,22322,136711255,11.034,62062,136711255,32.935
Colon and Rectum,21041-21052,2019,2019,Female,F,Unknown or Missing,UNK,Not Applicable,33,Not Applicable,Not Applicable,158,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2019,2019,Male,M,Hispanic,2135-2,0.34,2437,30471950,12.987,7921,30471950,38.242
Colon and Rectum,21041-21052,2019,2019,Male,M,Non-Hispanic,2186-5,0.361,25181,131220386,15.517,69664,131220386,42.962
Colon and Rectum,21041-21052,2019,2019,Male,M,Unknown or Missing,UNK,Not Applicable,56,Not Applicable,Not Applicable,176,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2020,2020,Female,F,Hispanic,2135-2,0.344,1909,29686986,8.312,5851,29686986,24.131
Colon and Rectum,21041-21052,2020,2020,Female,F,Non-Hispanic,2186-5,0.367,21127,132552322,10.677,53406,132552322,29.127
Colon and Rectum,21041-21052,2020,2020,Female,F,Unknown or Missing,UNK,Not Applicable,26,Not Applicable,Not Applicable,132,Not Applicable,Not Applicable
Colon and Rectum,21041-21052,2020,2020,Male,M,Hispanic,2135-2,0.4,2506,30192675,13.113,6967,30192675,32.745
Colon and Rectum,21041-21052,2020,2020,Male,M,Non-Hispanic,2186-5,0.407,24584,127158928,15.362,59714,127158928,37.78
Colon and Rectum,21041-21052,2020,2020,Male,M,Unknown or Missing,UNK,Not Applicable,62,Not Applicable,Not Applicable,170,Not Applicable,Not Applicable
Corpus Uteri,27020,1999,1999,Female,F,Hispanic,2135-2,0.088,128,16482539,1.482,1637,16482539,16.776
Corpus Uteri,27020,1999,1999,Female,F,Non-Hispanic,2186-5,0.085,2948,123911675,1.996,32423,123911675,23.429
Corpus Uteri,27020,2000,2000,Female,F,Hispanic,2135-2,0.07,112,17296134,1.242,1837,17296134,17.772
